Fecha,Predicción
2016-01-26,1039
2016-01-27,1184
2016-01-28,1256
2016-01-29,1502
2016-01-30,739
2016-01-31,9
2016-01-02,421
2016-02-02,580
2016-03-02,593
2016-04-02,529
2016-05-02,644
2016-06-02,588
2016-07-02,498
2016-08-02,634
2016-09-02,602
2016-10-02,563
2016-11-02,743
2016-12-02,688
2016-02-13,280
2016-02-14,1
2016-02-15,722
2016-02-16,886
2016-02-17,951
2016-02-18,952
2016-02-19,953
2016-02-20,277
2016-02-21,1
2016-02-22,708
2016-02-23,926
2016-02-24,1044
2016-02-25,1105
2016-02-26,1167
2016-02-27,408
2016-02-28,2
2016-02-29,1200
2016-01-03,363
2016-02-03,575
2016-03-03,574
2016-04-03,755
2016-05-03,570
2016-06-03,416
2016-07-03,746
2016-08-03,651
2016-09-03,690
2016-10-03,758
2016-11-03,801
2016-12-03,641
2016-03-13,2
2016-03-14,746
2016-03-15,886
2016-03-16,949
2016-03-17,952
2016-03-18,953
2016-03-19,270
2016-03-20,1
2016-03-21,0
2016-03-22,897
2016-03-23,980
2016-03-24,0
2016-03-25,2
2016-03-26,162
2016-03-27,1
2016-03-28,934
2016-03-29,1335
2016-03-30,1585
2016-03-31,1590
2016-01-04,502
2016-02-04,476
2016-03-04,347
2016-04-04,578
2016-05-04,531
2016-06-04,632
2016-07-04,650
2016-08-04,696
2016-09-04,646
2016-10-04,566
2016-11-04,577
2016-12-04,630
2016-04-13,944
2016-04-14,945
2016-04-15,947
2016-04-16,233
2016-04-17,0
2016-04-18,706
2016-04-19,884
2016-04-20,947
2016-04-21,948
2016-04-22,950
2016-04-23,237
2016-04-24,0
2016-04-25,712
2016-04-26,1040
2016-04-27,1210
2016-04-28,1313
2016-04-29,1591
2016-04-30,719
2016-01-05,0
2016-02-05,358
2016-03-05,622
2016-04-05,559
2016-05-05,608
2016-06-05,778
2016-07-05,554
2016-08-05,474
2016-09-05,0
2016-10-05,592
2016-11-05,736
2016-12-05,685
2016-05-13,946
2016-05-14,230
2016-05-15,1
2016-05-16,710
2016-05-17,884
2016-05-18,947
2016-05-19,948
2016-05-20,949
2016-05-21,234
2016-05-22,0
2016-05-23,710
2016-05-24,974
2016-05-25,1103
2016-05-26,1128
2016-05-27,1309
2016-05-28,568
2016-05-29,5
2016-05-30,5
2016-05-31,1742
2016-01-06,452
2016-02-06,664
2016-03-06,727
2016-04-06,490
2016-05-06,407
2016-06-06,0
2016-07-06,533
2016-08-06,693
2016-09-06,600
2016-10-06,742
2016-11-06,637
2016-12-06,577
2016-06-13,750
2016-06-14,885
2016-06-15,946
2016-06-16,947
2016-06-17,950
2016-06-18,233
2016-06-19,0
2016-06-20,705
2016-06-21,891
2016-06-22,949
2016-06-23,981
2016-06-24,1057
2016-06-25,223
2016-06-26,1
2016-06-27,877
2016-06-28,1243
2016-06-29,1459
2016-06-30,1779
2016-01-07,485
2016-02-07,357
2016-03-07,508
2016-04-07,0
2016-05-07,551
2016-06-07,563
2016-07-07,662
2016-08-07,745
2016-09-07,531
2016-10-07,531
2016-11-07,706
2016-12-07,554
2016-07-13,945
2016-07-14,946
2016-07-15,948
2016-07-16,232
2016-07-17,0
2016-07-18,706
2016-07-19,888
2016-07-20,5
2016-07-21,949
2016-07-22,951
2016-07-23,237
2016-07-24,0
2016-07-25,712
2016-07-26,1043
2016-07-27,1211
2016-07-28,1317
2016-07-29,1599
2016-07-30,748
2016-07-31,8
2016-01-08,529
2016-02-08,637
2016-03-08,652
2016-04-08,646
2016-05-08,785
2016-06-08,399
2016-07-08,6
2016-08-08,776
2016-09-08,833
2016-10-08,619
2016-11-08,764
2016-12-08,822
2016-08-13,231
2016-08-14,1
2016-08-15,0
2016-08-16,883
2016-08-17,946
2016-08-18,947
2016-08-19,948
2016-08-20,232
2016-08-21,0
2016-08-22,709
2016-08-23,925
2016-08-24,1043
2016-08-25,1103
2016-08-26,1166
2016-08-27,399
2016-08-28,1
2016-08-29,1246
2016-08-30,1756
2016-08-31,1799
2016-01-09,528
2016-02-09,648
2016-03-09,366
2016-04-09,432
2016-05-09,720
2016-06-09,742
2016-07-09,565
2016-08-09,724
2016-09-09,744
2016-10-09,664
2016-11-09,492
2016-12-09,722
2016-09-13,879
2016-09-14,944
2016-09-15,944
2016-09-16,946
2016-09-17,218
2016-09-18,0
2016-09-19,706
2016-09-20,887
2016-09-21,947
2016-09-22,948
2016-09-23,982
2016-09-24,202
2016-09-25,2
2016-09-26,720
2016-09-27,1129
2016-09-28,1323
2016-09-29,1468
2016-09-30,1867
2016-01-10,388
2016-02-10,358
2016-03-10,609
2016-04-10,782
2016-05-10,680
2016-06-10,674
2016-07-10,775
2016-08-10,431
2016-09-10,455
2016-10-10,773
2016-11-10,827
2016-12-10,563
2016-10-13,941
2016-10-14,943
2016-10-15,220
2016-10-16,2
2016-10-17,0
2016-10-18,882
2016-10-19,944
2016-10-20,945
2016-10-21,946
2016-10-22,223
2016-10-23,1
2016-10-24,712
2016-10-25,1025
2016-10-26,1126
2016-10-27,1221
2016-10-28,1459
2016-10-29,619
2016-10-30,10
2016-10-31,1716
2016-01-11,600
2016-02-11,612
2016-03-11,611
2016-04-11,706
2016-05-11,407
2016-06-11,322
2016-07-11,2
2016-08-11,781
2016-09-11,685
2016-10-11,741
2016-11-11,793
2016-12-11,579
2016-11-13,6
2016-11-14,0
2016-11-15,889
2016-11-16,949
2016-11-17,951
2016-11-18,953
2016-11-19,278
2016-11-20,1
2016-11-21,736
2016-11-22,900
2016-11-23,985
2016-11-24,1050
2016-11-25,1140
2016-11-26,279
2016-11-27,2
2016-11-28,1128
2016-11-29,1731
2016-11-30,2258
2016-01-12,721
2016-02-12,801
2016-03-12,502
2016-04-12,710
2016-05-12,811
2016-06-12,1053
2016-07-12,756
2016-08-12,2
2016-09-12,1213
2016-10-12,797
2016-11-12,383
2016-12-12,1210
2016-12-13,1610
2016-12-14,1621
2016-12-15,1598
2016-12-16,1645
2016-12-17,480
2016-12-18,1
2016-12-19,1235
2016-12-20,1638
2016-12-21,1647
2016-12-22,1640
2016-12-23,1705
2016-12-24,480
2016-12-25,2
2016-12-26,1228
2016-12-27,1722
2016-12-28,2168
2016-12-29,2351
2016-12-30,2222
2016-12-31,616
2017-01-01,93
2017-02-01,300
2017-03-01,302
2017-04-01,442
2017-05-01,389
2017-06-01,431
2017-07-01,425
2017-08-01,499
2017-09-01,2
2017-10-01,413
2017-11-01,602
2017-12-01,531
2017-01-13,952
2017-01-14,282
2017-01-15,1
2017-01-16,705
2017-01-17,891
2017-01-18,953
2017-01-19,954
2017-01-20,955
2017-01-21,283
2017-01-22,1
2017-01-23,706
2017-01-24,975
2017-01-25,1100
2017-01-26,1121
2017-01-27,1289
2017-01-28,595
2017-01-29,6
2017-01-30,1361
2017-01-31,1509
2017-01-02,556
2017-02-02,538
2017-03-02,562
2017-04-02,612
2017-05-02,591
2017-06-02,450
2017-07-02,594
2017-08-02,666
2017-09-02,580
2017-10-02,765
2017-11-02,774
2017-12-02,544
2017-02-13,748
2017-02-14,886
2017-02-15,950
2017-02-16,950
2017-02-17,953
2017-02-18,276
2017-02-19,1
2017-02-20,706
2017-02-21,891
2017-02-22,952
2017-02-23,982
2017-02-24,1058
2017-02-25,248
2017-02-26,1
2017-02-27,854
2017-02-28,1212
2017-01-03,542
2017-02-03,417
2017-03-03,422
2017-04-03,633
2017-05-03,587
2017-06-03,554
2017-07-03,671
2017-08-03,710
2017-09-03,656
2017-10-03,646
2017-11-03,665
2017-12-03,612
2017-03-13,750
2017-03-14,885
2017-03-15,949
2017-03-16,950
2017-03-17,953
2017-03-18,268
2017-03-19,1
2017-03-20,0
2017-03-21,891
2017-03-22,952
2017-03-23,981
2017-03-24,1058
2017-03-25,240
2017-03-26,1
2017-03-27,852
2017-03-28,1220
2017-03-29,1381
2017-03-30,1576
2017-03-31,1649
2017-01-04,487
2017-02-04,666
2017-03-04,652
2017-04-04,540
2017-05-04,589
2017-06-04,794
2017-07-04,550
2017-08-04,479
2017-09-04,692
2017-10-04,600
2017-11-04,749
2017-12-04,690
2017-04-13,0
2017-04-14,2
2017-04-15,234
2017-04-16,1
2017-04-17,707
2017-04-18,884
2017-04-19,947
2017-04-20,948
2017-04-21,949
2017-04-22,237
2017-04-23,0
2017-04-24,710
2017-04-25,1024
2017-04-26,1126
2017-04-27,1215
2017-04-28,1442
2017-04-29,611
2017-04-30,10
2017-01-05,0
2017-02-05,367
2017-03-05,698
2017-04-05,525
2017-05-05,398
2017-06-05,609
2017-07-05,569
2017-08-05,695
2017-09-05,590
2017-10-05,720
2017-11-05,641
2017-12-05,572
2017-05-13,231
2017-05-14,1
2017-05-15,723
2017-05-16,883
2017-05-17,947
2017-05-18,948
2017-05-19,949
2017-05-20,234
2017-05-21,0
2017-05-22,709
2017-05-23,924
2017-05-24,1043
2017-05-25,1104
2017-05-26,1167
2017-05-27,401
2017-05-28,1
2017-05-29,3
2017-05-30,1747
2017-05-31,1789
2017-01-06,373
2017-02-06,518
2017-03-06,523
2017-04-06,592
2017-05-06,591
2017-06-06,550
2017-07-06,662
2017-08-06,734
2017-09-06,569
2017-10-06,539
2017-11-06,721
2017-12-06,582
2017-06-13,882
2017-06-14,946
2017-06-15,947
2017-06-16,949
2017-06-17,233
2017-06-18,0
2017-06-19,0
2017-06-20,890
2017-06-21,949
2017-06-22,950
2017-06-23,983
2017-06-24,218
2017-06-25,1
2017-06-26,0
2017-06-27,1128
2017-06-28,1315
2017-06-29,1459
2017-06-30,1802
2017-01-07,591
2017-02-07,527
2017-03-07,0
2017-04-07,426
2017-05-07,760
2017-06-07,468
2017-07-07,475
2017-08-07,668
2017-09-07,714
2017-10-07,667
2017-11-07,621
2017-12-07,716
2017-07-13,946
2017-07-14,948
2017-07-15,232
2017-07-16,1
2017-07-17,707
2017-07-18,888
2017-07-19,948
2017-07-20,2
2017-07-21,951
2017-07-22,236
2017-07-23,0
2017-07-24,710
2017-07-25,1027
2017-07-26,1126
2017-07-27,1216
2017-07-28,1447
2017-07-29,646
2017-07-30,9
2017-07-31,1620
2017-01-08,381
2017-02-08,381
2017-03-08,376
2017-04-08,448
2017-05-08,724
2017-06-08,744
2017-07-08,37
2017-08-08,736
2017-09-08,739
2017-10-08,681
2017-11-08,509
2017-12-08,734
2017-08-13,2
2017-08-14,752
2017-08-15,883
2017-08-16,944
2017-08-17,947
2017-08-18,948
2017-08-19,232
2017-08-20,0
2017-08-21,0
2017-08-22,894
2017-08-23,978
2017-08-24,1044
2017-08-25,1134
2017-08-26,165
2017-08-27,1
2017-08-28,974
2017-08-29,1418
2017-08-30,1804
2017-08-31,1780
2017-01-09,588
2017-02-09,610
2017-03-09,625
2017-04-09,784
2017-05-09,695
2017-06-09,663
2017-07-09,772
2017-08-09,440
2017-09-09,566
2017-10-09,784
2017-11-09,837
2017-12-09,650
2017-09-13,943
2017-09-14,944
2017-09-15,946
2017-09-16,218
2017-09-17,0
2017-09-18,706
2017-09-19,885
2017-09-20,947
2017-09-21,947
2017-09-22,949
2017-09-23,222
2017-09-24,0
2017-09-25,712
2017-09-26,1042
2017-09-27,1213
2017-09-28,1324
2017-09-29,1610
2017-09-30,720
2017-01-10,587
2017-02-10,584
2017-03-10,585
2017-04-10,692
2017-05-10,386
2017-06-10,382
2017-07-10,746
2017-08-10,781
2017-09-10,711
2017-10-10,722
2017-11-10,755
2017-12-10,651
2017-10-13,942
2017-10-14,219
2017-10-15,2
2017-10-16,0
2017-10-17,882
2017-10-18,944
2017-10-19,944
2017-10-20,946
2017-10-21,223
2017-10-22,1
2017-10-23,712
2017-10-24,975
2017-10-25,1101
2017-10-26,1127
2017-10-27,1309
2017-10-28,576
2017-10-29,5
2017-10-30,1669
2017-10-31,1845
2017-01-11,392
2017-02-11,483
2017-03-11,458
2017-04-11,685
2017-05-11,728
2017-06-11,109
2017-07-11,718
2017-08-11,716
2017-09-11,784
2017-10-11,494
2017-11-11,455
2017-12-11,777
2017-11-13,0
2017-11-14,888
2017-11-15,949
2017-11-16,949
2017-11-17,953
2017-11-18,275
2017-11-19,1
2017-11-20,735
2017-11-21,894
2017-11-22,952
2017-11-23,986
2017-11-24,1063
2017-11-25,282
2017-11-26,2
2017-11-27,949
2017-11-28,1421
2017-11-29,1785
2017-11-30,2209
2017-01-12,802
2017-02-12,425
2017-03-12,948
2017-04-12,761
2017-05-12,800
2017-06-12,1168
2017-07-12,785
2017-08-12,36
2017-09-12,763
2017-10-12,848
2017-11-12,952
2017-12-12,1526
2017-12-13,1621
2017-12-14,1599
2017-12-15,1645
2017-12-16,480
2017-12-17,2
2017-12-18,1235
2017-12-19,1638
2017-12-20,1648
2017-12-21,1625
2017-12-22,1682
2017-12-23,481
2017-12-24,1
2017-12-25,0
2017-12-26,1563
2017-12-27,1731
2017-12-28,2154
2017-12-29,2304
2017-12-30,725
2017-12-31,14
